City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time,Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Fare Amount,Fare Currency
Sao Paulo,uberX,COMPLETED,2017-05-02 12:41:58 +0000 UTC,2017-05-02 12:45:26 +0000 UTC,-23.6266072,-46.6595238,"Pç. Cmte. Linneu Gomes - Vila Congonhas - São Paulo - SP, 04626-001",2017-05-02 13:18:22 +0000 UTC,-23.5455001,-46.635626,"R. Libero Badaro, 508 - Centro - São Paulo - SP, 01008-000",6.97,30.61,BRL
Sao Paulo,,UNFULFILLED,2017-05-02 12:37:54 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,
Sao Paulo,uberX,COMPLETED,2017-04-28 18:24:58 +0000 UTC,2017-04-28 18:27:52 +0000 UTC,-23.5401486,-46.5662048,"Rua Vilela, 665 - Tatuapé - Sao Paulo - SP, 03314-000",2017-04-28 18:43:10 +0000 UTC,-23.551918,-46.6140401,"Rua Doutor Freire, 60 - Brás - Sao Paulo - SP, 03101-020",3.88,14.31,BRL
Rio de Janeiro,uberX,COMPLETED,2017-04-17 00:30:44 +0000 UTC,2017-04-17 00:34:30 +0000 UTC,-22.9836663,-43.196282,"Rua Antônio Parreiras, 138 - Ipanema - Rio de Janeiro - RJ, 22411-020",2017-04-17 01:12:56 +0000 UTC,-22.8958801,-43.2033928,"Av. Prof. Pereira Reis, 36 - Santo Cristo - Rio de Janeiro - RJ, 20220-800",8.47,27.21,BRL
Rio de Janeiro,uberX,COMPLETED,2017-04-15 23:56:58 +0000 UTC,2017-04-16 00:00:31 +0000 UTC,-22.9760915,-43.1903531,"R. Bolívar, 75 - Copacabana - Rio de Janeiro - RJ, 22061-020",2017-04-16 00:09:53 +0000 UTC,-22.9835345,-43.2006713,"Rua Barão da Torre, 145 - Ipanema - Rio de Janeiro - RJ, 22411-001",1.61,7.75,BRL
Rio de Janeiro,uberX,COMPLETED,2017-04-15 19:20:51 +0000 UTC,2017-04-15 19:25:27 +0000 UTC,-22.9846605,-43.1960576,"Rua Visconde de Pirajá, 44 - Ipanema - Rio de Janeiro - RJ, 22410-000",2017-04-15 19:52:57 +0000 UTC,-22.8987297,-43.2096656,"Avenida Francisco Bicalho, 1 - Santo Cristo - Rio de Janeiro - RJ, 20220-310",8.05,26.35,BRL
Rio de Janeiro,uberX,COMPLETED,2017-04-03 01:45:04 +0000 UTC,2017-04-03 01:54:59 +0000 UTC,-22.9836487,-43.1961876,"Rua Antônio Parreiras, 126 - Ipanema - Rio de Janeiro - RJ, 22411-020",2017-04-03 02:17:22 +0000 UTC,-22.8986623,-43.2094061,"Av. Francisco Bicalho, 01 - Santo Cristo - Rio de Janeiro - RJ, 20220-310",8.03,22.75,BRL
Rio de Janeiro,uberX,CANCELED,2017-04-03 01:31:56 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-22.9789025,-43.1893346,"Av. Atlântica, 3432 - Copacabana - Rio de Janeiro - RJ, 22070-001",1970-01-01 00:00:00 +0000 UTC,-22.982754,-43.1945699,"Rua Bulhões Carvalho, 547 - Copacabana - Rio de Janeiro - RJ, 22081-000",0.00,7,BRL
Sao Paulo,POOL: MATCHED,COMPLETED,2017-03-17 21:22:31 +0000 UTC,2017-03-17 21:34:05 +0000 UTC,-23.5443606,-46.634729,"Rua Líbero Badaró, 644 - Sao Paulo - SP, 01008-000",2017-03-17 21:54:33 +0000 UTC,-23.5630633,-46.6520757,"Rua São Carlos do Pinhal, 558 - Sao Paulo - SP, 01333-000",2.56,14.02,BRL
Sao Paulo,POOL,DRIVER_CANCELED,2017-03-17 21:07:52 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,4,BRL
Rio de Janeiro,uberX,COMPLETED,2017-02-12 23:55:27 +0000 UTC,2017-02-12 23:59:57 +0000 UTC,-22.9836837,-43.1960183,"Rua Antônio Parreiras, 94 - Ipanema - Rio de Janeiro - RJ, 22411-020",2017-02-13 00:17:27 +0000 UTC,-22.8992652,-43.2098418,"Av. Francisco Bicalho, 01 - Santo Cristo - Rio de Janeiro - RJ, 20220-310",7.61,24.46,BRL
